126,Prod Masivo 126,335.53,123,7
127,Prod Masivo 127,123.38,41,6
128,Prod Masivo 128,426.77,22,6
129,Prod Masivo 129,425.91,80,3
130,Prod Masivo 130,363.84,141,8
131,Prod Masivo 131,392.5,152,5
132,Prod Masivo 132,160.54,125,7
133,Prod Masivo 133,208.31,158,5
134,Prod Masivo 134,74.43,10,3
135,Prod Masivo 135,293.01,34,4
136,Prod Masivo 136,108.65,189,8
137,Prod Masivo 137,60.02,160,1
138,Prod Masivo 138,360.86,131,8
139,Prod Masivo 139,292.33,22,2
140,Prod Masivo 140,339.43,187,7
141,Prod Masivo 141,85.71,79,7
142,Prod Masivo 142,200.13,150,1
143,Prod Masivo 143,310.89,42,2
144,Prod Masivo 144,142.39,163,4
145,Prod Masivo 145,267.05,99,6
146,Prod Masivo 146,104.87,118,7
147,Prod Masivo 147,357.72,29,4
148,Prod Masivo 148,232.56,19,6
149,Prod Masivo 149,17.5,186,8
150,Prod Masivo 150,122.24,103,8
151,Prod Masivo 151,488.71,68,5
152,Prod Masivo 152,249.49,34,3
153,Prod Masivo 153,393.98,125,4
154,Prod Masivo 154,27.06,140,1
155,Prod Masivo 155,382.44,102,8
156,Prod Masivo 156,273.78,25,5
157,Prod Masivo 157,437.3,99,1
158,Prod Masivo 158,400.64,127,3
159,Prod Masivo 159,29.0,134,1
160,Prod Masivo 160,44.29,31,8
161,Prod Masivo 161,403.02,191,4
162,Prod Masivo 162,109.42,173,1
163,Prod Masivo 163,256.65,91,8
164,Prod Masivo 164,351.4,126,2
165,Prod Masivo 165,487.13,100,5
166,Prod Masivo 166,176.95,177,6
167,Prod Masivo 167,424.36,196,8
168,Prod Masivo 168,359.16,90,6
169,Prod Masivo 169,237.97,112,5
170,Prod Masivo 170,69.38,190,3
171,Prod Masivo 171,186.51,53,2
172,Prod Masivo 172,395.42,30,3
173,Prod Masivo 173,496.54,68,7
174,Prod Masivo 174,209.05,183,4
175,Prod Masivo 175,478.07,69,5
176,Prod Masivo 176,44.29,24,2
177,Prod Masivo 177,409.74,116,3
178,Prod Masivo 178,295.21,78,8
179,Prod Masivo 179,455.3,124,4
180,Prod Masivo 180,127.27,197,6
181,Prod Masivo 181,34.61,17,1
182,Prod Masivo 182,262.17,166,5
183,Prod Masivo 183,140.54,112,6
184,Prod Masivo 184,406.05,77,4
185,Prod Masivo 185,416.32,184,8
186,Prod Masivo 186,351.32,191,3
187,Prod Masivo 187,350.69,88,4
188,Prod Masivo 188,110.91,162,1
189,Prod Masivo 189,297.82,181,2
190,Prod Masivo 190,132.51,46,6
191,Prod Masivo 191,145.67,171,2
192,Prod Masivo 192,164.36,99,4
193,Prod Masivo 193,265.48,135,5
194,Prod Masivo 194,322.14,158,5
195,Prod Masivo 195,228.83,185,2
196,Prod Masivo 196,157.96,103,8
197,Prod Masivo 197,32.43,171,4
198,Prod Masivo 198,181.36,161,8
199,Prod Masivo 199,442.13,50,6
200,Prod Masivo 200,29.0,157,4
201,Prod Masivo 201,363.3,59,2
202,Prod Masivo 202,280.21,155,3
203,Prod Masivo 203,486.77,166,3
204,Prod Masivo 204,92.92,121,1
205,Prod Masivo 205,415.23,131,4
206,Prod Masivo 206,230.11,46,6
207,Prod Masivo 207,493.74,50,1
208,Prod Masivo 208,230.53,189,4
209,Prod Masivo 209,367.11,135,6
210,Prod Masivo 210,330.08,159,2
211,Prod Masivo 211,101.41,154,1
212,Prod Masivo 212,46.78,109,1
213,Prod Masivo 213,282.83,169,7
214,Prod Masivo 214,85.96,116,6
215,Prod Masivo 215,81.87,110,1
216,Prod Masivo 216,36.3,141,6
217,Prod Masivo 217,275.2,95,6
218,Prod Masivo 218,498.9,70,1
219,Prod Masivo 219,232.19,46,4
220,Prod Masivo 220,126.5,161,1
221,Prod Masivo 221,382.57,32,4
222,Prod Masivo 222,167.02,39,6
223,Prod Masivo 223,463.6,90,5
224,Prod Masivo 224,247.63,109,1
225,Prod Masivo 225,485.03,22,7
226,Prod Masivo 226,197.16,121,5
227,Prod Masivo 227,333.53,117,4
228,Prod Masivo 228,410.08,125,2
229,Prod Masivo 229,286.48,25,2
230,Prod Masivo 230,179.18,171,7
231,Prod Masivo 231,297.27,118,5
232,Prod Masivo 232,76.69,79,8
233,Prod Masivo 233,77.85,141,3
234,Prod Masivo 234,308.72,97,8
235,Prod Masivo 235,379.91,138,3
236,Prod Masivo 236,282.97,112,3
237,Prod Masivo 237,387.46,153,6
238,Prod Masivo 238,352.49,35,4
239,Prod Masivo 239,194.77,164,8
240,Prod Masivo 240,465.89,186,1
241,Prod Masivo 241,201.85,92,7
242,Prod Masivo 242,206.99,44,4
243,Prod Masivo 243,58.87,162,8
244,Prod Masivo 244,211.07,192,7
245,Prod Masivo 245,82.89,143,7
246,Prod Masivo 246,115.96,70,6
247,Prod Masivo 247,47.71,171,1
248,Prod Masivo 248,302.26,69,4
249,Prod Masivo 249,277.88,114,8
250,Prod Masivo 250,300.47,167,7
251,Prod Masivo 251,111.63,14,7
252,Prod Masivo 252,342.67,83,4
253,Prod Masivo 253,284.68,185,3
254,Prod Masivo 254,339.1,20,6
255,Prod Masivo 255,272.3,149,5
256,Prod Masivo 256,361.49,84,3
257,Prod Masivo 257,374.91,15,3
258,Prod Masivo 258,102.46,112,1
259,Prod Masivo 259,423.64,122,4
260,Prod Masivo 260,83.76,47,5
261,Prod Masivo 261,302.17,175,8
262,Prod Masivo 262,228.94,168,6
263,Prod Masivo 263,420.97,18,6
264,Prod Masivo 264,370.27,71,3
265,Prod Masivo 265,488.47,110,5
266,Prod Masivo 266,391.94,140,8
267,Prod Masivo 267,215.56,184,4
268,Prod Masivo 268,83.71,176,4
269,Prod Masivo 269,491.28,43,6
270,Prod Masivo 270,250.74,15,1
271,Prod Masivo 271,16.29,181,8
272,Prod Masivo 272,324.16,131,8
273,Prod Masivo 273,415.78,173,4
274,Prod Masivo 274,332.39,103,1
275,Prod Masivo 275,224.59,118,2
276,Prod Masivo 276,118.96,52,2
277,Prod Masivo 277,18.98,184,1
278,Prod Masivo 278,468.07,41,5
279,Prod Masivo 279,280.31,86,1
280,Prod Masivo 280,460.87,192,5
281,Prod Masivo 281,447.14,184,7
282,Prod Masivo 282,101.95,162,8
283,Prod Masivo 283,100.47,35,1
284,Prod Masivo 284,326.43,41,4
285,Prod Masivo 285,199.71,18,3
286,Prod Masivo 286,76.0,10,7
287,Prod Masivo 287,264.87,24,1
288,Prod Masivo 288,315.24,65,6
289,Prod Masivo 289,286.02,125,4
290,Prod Masivo 290,412.0,190,4
291,Prod Masivo 291,326.31,54,8
292,Prod Masivo 292,334.92,181,4
293,Prod Masivo 293,491.36,16,6
294,Prod Masivo 294,137.55,28,1
295,Prod Masivo 295,251.45,160,8
296,Prod Masivo 296,94.22,188,6
297,Prod Masivo 297,289.29,183,1
298,Prod Masivo 298,123.16,121,5
299,Prod Masivo 299,336.9,27,3
300,Prod Masivo 300,121.22,49,3
301,Prod Masivo 301,474.72,95,3
302,Prod Masivo 302,208.66,21,1
303,Prod Masivo 303,69.4,42,3
304,Prod Masivo 304,324.85,111,3
305,Prod Masivo 305,330.72,20,1
306,Prod Masivo 306,131.3,127,2
307,Prod Masivo 307,282.48,26,7
308,Prod Masivo 308,213.44,84,1
309,Prod Masivo 309,56.67,184,5
310,Prod Masivo 310,489.04,98,4
311,Prod Masivo 311,236.53,150,6
312,Prod Masivo 312,493.55,153,3
313,Prod Masivo 313,378.67,196,6
314,Prod Masivo 314,274.64,28,4
315,Prod Masivo 315,436.18,99,5
316,Prod Masivo 316,326.1,96,2
317,Prod Masivo 317,25.34,139,1
318,Prod Masivo 318,187.37,89,7
319,Prod Masivo 319,499.6,18,3
320,Prod Masivo 320,407.88,104,2
321,Prod Masivo 321,276.04,71,7
322,Prod Masivo 322,229.48,65,4
323,Prod Masivo 323,310.92,106,5
324,Prod Masivo 324,432.59,105,8
325,Prod Masivo 325,300.62,92,1
326,Prod Masivo 326,492.9,125,4
327,Prod Masivo 327,319.34,103,6
328,Prod Masivo 328,253.51,13,7
329,Prod Masivo 329,14.03,47,4
330,Prod Masivo 330,29.51,173,8
331,Prod Masivo 331,211.41,57,8
332,Prod Masivo 332,172.5,152,2
333,Prod Masivo 333,152.63,85,6
334,Prod Masivo 334,242.23,126,3
335,Prod Masivo 335,342.09,154,8
336,Prod Masivo 336,182.27,186,5
337,Prod Masivo 337,362.14,31,4
338,Prod Masivo 338,123.48,128,2
339,Prod Masivo 339,156.87,22,2
340,Prod Masivo 340,129.85,99,2
341,Prod Masivo 341,268.17,96,8
342,Prod Masivo 342,120.73,95,7
343,Prod Masivo 343,73.18,184,5
344,Prod Masivo 344,425.68,62,7
345,Prod Masivo 345,85.37,171,3
346,Prod Masivo 346,11.08,121,1
347,Prod Masivo 347,200.69,79,4
348,Prod Masivo 348,494.46,157,3
349,Prod Masivo 349,72.6,125,5
350,Prod Masivo 350,100.29,107,5
351,Prod Masivo 351,360.3,14,2
352,Prod Masivo 352,429.14,125,2
353,Prod Masivo 353,327.03,31,5
354,Prod Masivo 354,47.35,55,4
355,Prod Masivo 355,166.75,56,7
356,Prod Masivo 356,34.72,15,5
357,Prod Masivo 357,100.05,72,7
358,Prod Masivo 358,417.78,80,2
359,Prod Masivo 359,139.26,169,6
360,Prod Masivo 360,401.44,170,2
361,Prod Masivo 361,322.92,93,6
362,Prod Masivo 362,294.86,175,8
363,Prod Masivo 363,353.25,171,8
364,Prod Masivo 364,257.08,176,4
365,Prod Masivo 365,287.76,171,7
366,Prod Masivo 366,271.97,21,6
367,Prod Masivo 367,453.08,12,7
368,Prod Masivo 368,382.64,79,8
369,Prod Masivo 369,389.87,110,5
370,Prod Masivo 370,133.36,15,2
371,Prod Masivo 371,306.17,102,8
372,Prod Masivo 372,400.8,126,8
373,Prod Masivo 373,250.62,41,3
374,Prod Masivo 374,301.64,66,3
375,Prod Masivo 375,396.51,134,5
376,Prod Masivo 376,105.43,80,4
377,Prod Masivo 377,314.37,178,2
378,Prod Masivo 378,263.48,72,1
379,Prod Masivo 379,250.59,193,1
380,Prod Masivo 380,373.27,167,1
381,Prod Masivo 381,380.78,152,1
382,Prod Masivo 382,382.86,48,5
383,Prod Masivo 383,318.35,76,6
384,Prod Masivo 384,200.81,48,2
385,Prod Masivo 385,201.29,157,6
386,Prod Masivo 386,122.7,113,3
387,Prod Masivo 387,480.83,176,8
388,Prod Masivo 388,404.65,74,8
389,Prod Masivo 389,145.48,158,1
390,Prod Masivo 390,21.71,54,2
391,Prod Masivo 391,321.93,138,7
392,Prod Masivo 392,400.97,80,7
393,Prod Masivo 393,179.59,144,4
394,Prod Masivo 394,72.06,195,4
395,Prod Masivo 395,30.84,105,3
396,Prod Masivo 396,437.53,86,3
397,Prod Masivo 397,107.99,159,7
398,Prod Masivo 398,479.88,14,2
399,Prod Masivo 399,266.63,128,3
400,Prod Masivo 400,61.14,104,1
401,Prod Masivo 401,179.19,13,2
402,Prod Masivo 402,337.47,156,8
403,Prod Masivo 403,26.7,29,1
404,Prod Masivo 404,467.6,76,2
405,Prod Masivo 405,269.99,55,4
406,Prod Masivo 406,430.92,27,1
407,Prod Masivo 407,427.97,79,3
408,Prod Masivo 408,168.78,45,7
409,Prod Masivo 409,279.46,189,2
410,Prod Masivo 410,487.62,193,2
411,Prod Masivo 411,221.01,95,8
412,Prod Masivo 412,244.31,72,8
413,Prod Masivo 413,213.18,193,2
414,Prod Masivo 414,489.39,153,8
415,Prod Masivo 415,177.36,164,3
416,Prod Masivo 416,273.8,113,2
417,Prod Masivo 417,324.07,177,6
418,Prod Masivo 418,356.34,27,1
419,Prod Masivo 419,453.76,41,4
420,Prod Masivo 420,491.23,77,1
421,Prod Masivo 421,58.77,111,1
422,Prod Masivo 422,497.7,185,1
423,Prod Masivo 423,106.18,139,5
424,Prod Masivo 424,251.46,85,5
425,Prod Masivo 425,258.01,39,3
426,Prod Masivo 426,150.86,188,4
427,Prod Masivo 427,89.86,95,3
428,Prod Masivo 428,427.16,174,2
429,Prod Masivo 429,288.67,87,1
430,Prod Masivo 430,189.29,60,5
431,Prod Masivo 431,114.35,11,3
432,Prod Masivo 432,297.65,163,6
433,Prod Masivo 433,106.03,74,3
434,Prod Masivo 434,435.67,164,8
435,Prod Masivo 435,263.46,119,8
436,Prod Masivo 436,34.79,111,7
437,Prod Masivo 437,413.5,16,2
438,Prod Masivo 438,460.22,34,6
439,Prod Masivo 439,444.2,100,6
440,Prod Masivo 440,401.98,110,6
441,Prod Masivo 441,439.57,200,2
442,Prod Masivo 442,113.13,112,2
443,Prod Masivo 443,94.83,113,5
444,Prod Masivo 444,91.91,95,1
445,Prod Masivo 445,114.57,156,2
446,Prod Masivo 446,475.93,113,5
447,Prod Masivo 447,237.74,157,6
448,Prod Masivo 448,305.74,57,4
449,Prod Masivo 449,174.85,17,1
450,Prod Masivo 450,265.28,119,7
451,Prod Masivo 451,490.4,146,2
452,Prod Masivo 452,450.14,123,1
453,Prod Masivo 453,317.66,98,4
454,Prod Masivo 454,20.33,171,6
455,Prod Masivo 455,27.24,180,2
456,Prod Masivo 456,50.34,71,7
457,Prod Masivo 457,193.72,176,5
458,Prod Masivo 458,163.43,186,2
459,Prod Masivo 459,192.82,143,1
460,Prod Masivo 460,62.41,95,3
461,Prod Masivo 461,251.78,119,5
462,Prod Masivo 462,317.17,142,6
463,Prod Masivo 463,188.5,46,8
464,Prod Masivo 464,346.82,142,2
465,Prod Masivo 465,422.05,105,1
466,Prod Masivo 466,332.77,142,5
467,Prod Masivo 467,350.9,63,2
468,Prod Masivo 468,25.91,151,7
469,Prod Masivo 469,183.02,39,1
470,Prod Masivo 470,128.83,190,7
471,Prod Masivo 471,431.38,177,1
472,Prod Masivo 472,228.25,43,8
473,Prod Masivo 473,497.68,120,3
474,Prod Masivo 474,348.5,170,2
475,Prod Masivo 475,59.42,112,1
476,Prod Masivo 476,184.53,109,2
477,Prod Masivo 477,258.79,97,6
478,Prod Masivo 478,228.56,126,5
479,Prod Masivo 479,164.22,55,1
480,Prod Masivo 480,427.0,144,1
481,Prod Masivo 481,107.1,163,8
482,Prod Masivo 482,358.89,116,1
483,Prod Masivo 483,374.86,26,5
484,Prod Masivo 484,376.3,60,4
485,Prod Masivo 485,77.83,86,3
486,Prod Masivo 486,36.5,74,8
487,Prod Masivo 487,426.22,144,7
488,Prod Masivo 488,403.32,149,3
489,Prod Masivo 489,475.62,101,2
490,Prod Masivo 490,495.94,158,6
491,Prod Masivo 491,414.62,144,2
492,Prod Masivo 492,448.72,13,3
493,Prod Masivo 493,35.91,46,2
494,Prod Masivo 494,250.03,171,4
495,Prod Masivo 495,455.76,87,8
496,Prod Masivo 496,145.2,122,8
497,Prod Masivo 497,439.36,111,7
498,Prod Masivo 498,386.03,87,1
499,Prod Masivo 499,233.73,120,6
500,Prod Masivo 500,442.76,29,5
501,Prod Masivo 501,210.0,142,4
502,Prod Masivo 502,313.05,65,8
503,Prod Masivo 503,337.6,101,3
504,Prod Masivo 504,36.45,120,1
505,Prod Masivo 505,446.31,10,5
506,Prod Masivo 506,303.23,137,1
507,Prod Masivo 507,128.84,109,7
508,Prod Masivo 508,191.56,10,3
509,Prod Masivo 509,147.69,30,7
510,Prod Masivo 510,105.55,74,7
511,Prod Masivo 511,46.05,23,2
512,Prod Masivo 512,486.94,135,2
513,Prod Masivo 513,292.08,60,5
514,Prod Masivo 514,492.54,31,5
515,Prod Masivo 515,95.39,30,4
516,Prod Masivo 516,252.9,36,8
517,Prod Masivo 517,255.02,100,8
518,Prod Masivo 518,242.6,137,3
519,Prod Masivo 519,138.37,171,3
520,Prod Masivo 520,32.09,131,5
521,Prod Masivo 521,428.17,44,5
522,Prod Masivo 522,412.87,29,8
523,Prod Masivo 523,385.07,129,7
524,Prod Masivo 524,468.88,187,3
525,Prod Masivo 525,381.24,126,3
526,Prod Masivo 526,251.25,34,5
527,Prod Masivo 527,175.75,185,8
528,Prod Masivo 528,79.49,113,6
529,Prod Masivo 529,66.26,141,4
530,Prod Masivo 530,150.23,112,8
531,Prod Masivo 531,363.13,130,2
532,Prod Masivo 532,80.04,200,4
533,Prod Masivo 533,412.62,49,6
534,Prod Masivo 534,242.69,125,3
535,Prod Masivo 535,395.27,89,1
536,Prod Masivo 536,106.03,171,7
537,Prod Masivo 537,449.77,198,2
538,Prod Masivo 538,61.4,177,5
539,Prod Masivo 539,302.48,139,7
540,Prod Masivo 540,11.89,47,3
541,Prod Masivo 541,467.83,82,8
542,Prod Masivo 542,40.31,161,7
543,Prod Masivo 543,383.34,40,3
544,Prod Masivo 544,213.19,115,2
545,Prod Masivo 545,10.3,191,2
546,Prod Masivo 546,156.42,62,5
547,Prod Masivo 547,102.85,15,6
548,Prod Masivo 548,415.77,118,8
549,Prod Masivo 549,250.52,157,5
550,Prod Masivo 550,247.48,183,5
551,Prod Masivo 551,145.51,185,6
552,Prod Masivo 552,335.54,184,5
553,Prod Masivo 553,385.55,179,5
554,Prod Masivo 554,187.68,123,8
555,Prod Masivo 555,413.28,130,1
556,Prod Masivo 556,370.05,33,1
557,Prod Masivo 557,144.32,49,7
558,Prod Masivo 558,165.75,13,5
559,Prod Masivo 559,168.86,171,5
560,Prod Masivo 560,180.58,13,8
561,Prod Masivo 561,329.16,127,8
562,Prod Masivo 562,112.68,187,4
563,Prod Masivo 563,280.71,153,2
564,Prod Masivo 564,10.15,129,7
565,Prod Masivo 565,343.75,45,5
566,Prod Masivo 566,45.61,156,1
567,Prod Masivo 567,351.28,134,5
568,Prod Masivo 568,212.34,110,6
569,Prod Masivo 569,242.0,165,1
570,Prod Masivo 570,178.87,47,8
571,Prod Masivo 571,438.78,141,1
572,Prod Masivo 572,40.88,169,2
573,Prod Masivo 573,329.31,13,1
574,Prod Masivo 574,260.7,59,5
575,Prod Masivo 575,200.73,198,7
576,Prod Masivo 576,297.6,165,6
577,Prod Masivo 577,149.4,117,4
578,Prod Masivo 578,271.32,42,1
579,Prod Masivo 579,356.46,181,1
580,Prod Masivo 580,299.81,198,1
581,Prod Masivo 581,31.29,52,8
582,Prod Masivo 582,68.34,18,1
583,Prod Masivo 583,427.8,28,5
584,Prod Masivo 584,98.24,172,4
585,Prod Masivo 585,458.41,10,8
586,Prod Masivo 586,350.27,184,4
587,Prod Masivo 587,370.59,143,5
588,Prod Masivo 588,168.16,96,8
589,Prod Masivo 589,496.97,157,5
590,Prod Masivo 590,89.35,163,1
591,Prod Masivo 591,478.1,82,4
592,Prod Masivo 592,384.86,150,6
593,Prod Masivo 593,126.72,11,1
594,Prod Masivo 594,34.65,23,7
595,Prod Masivo 595,326.57,65,5
596,Prod Masivo 596,132.89,177,7
597,Prod Masivo 597,78.94,17,5
598,Prod Masivo 598,49.82,138,2
599,Prod Masivo 599,441.49,191,6
600,Prod Masivo 600,280.82,129,2
601,Prod Masivo 601,238.74,142,2
602,Prod Masivo 602,252.27,85,6
603,Prod Masivo 603,469.86,55,1
604,Prod Masivo 604,169.04,113,7
605,Prod Masivo 605,342.35,155,8
606,Prod Masivo 606,367.69,96,5
607,Prod Masivo 607,93.4,71,6
608,Prod Masivo 608,322.47,145,1
609,Prod Masivo 609,262.43,161,1
610,Prod Masivo 610,411.54,78,6
611,Prod Masivo 611,271.08,200,5
612,Prod Masivo 612,432.03,195,7
613,Prod Masivo 613,278.08,25,1
614,Prod Masivo 614,180.36,19,5
615,Prod Masivo 615,103.79,37,1
616,Prod Masivo 616,341.61,140,7
617,Prod Masivo 617,405.72,17,4
618,Prod Masivo 618,424.64,28,5
619,Prod Masivo 619,180.38,184,1
620,Prod Masivo 620,278.76,140,1
621,Prod Masivo 621,39.85,117,8
622,Prod Masivo 622,381.57,119,5
623,Prod Masivo 623,394.6,79,3
624,Prod Masivo 624,245.87,14,5
625,Prod Masivo 625,384.54,89,1
626,Prod Masivo 626,266.49,94,3
627,Prod Masivo 627,498.43,11,3
628,Prod Masivo 628,379.46,85,5
629,Prod Masivo 629,266.58,38,7
630,Prod Masivo 630,273.63,172,7
631,Prod Masivo 631,407.65,159,1
632,Prod Masivo 632,165.33,104,6
633,Prod Masivo 633,375.64,113,3
634,Prod Masivo 634,204.79,101,7
635,Prod Masivo 635,276.59,31,6
636,Prod Masivo 636,203.59,158,5
637,Prod Masivo 637,108.89,124,6
638,Prod Masivo 638,473.78,60,1
639,Prod Masivo 639,77.13,62,2
640,Prod Masivo 640,88.27,77,6
641,Prod Masivo 641,336.97,102,1
642,Prod Masivo 642,431.72,26,8
643,Prod Masivo 643,445.39,168,7
644,Prod Masivo 644,295.39,169,1
645,Prod Masivo 645,261.8,16,7
646,Prod Masivo 646,397.83,84,4
647,Prod Masivo 647,208.69,17,2
648,Prod Masivo 648,213.71,88,8
649,Prod Masivo 649,298.5,182,2
650,Prod Masivo 650,172.12,14,5
651,Prod Masivo 651,291.55,94,1
652,Prod Masivo 652,83.65,144,8
653,Prod Masivo 653,313.57,167,7
654,Prod Masivo 654,233.16,135,8
655,Prod Masivo 655,451.09,88,5
656,Prod Masivo 656,479.53,87,5
657,Prod Masivo 657,193.91,101,5
658,Prod Masivo 658,487.41,103,4
659,Prod Masivo 659,373.8,160,8
660,Prod Masivo 660,401.7,134,6
661,Prod Masivo 661,403.51,81,1
662,Prod Masivo 662,451.51,196,2
663,Prod Masivo 663,127.76,22,1
664,Prod Masivo 664,321.39,75,4
665,Prod Masivo 665,143.31,106,6
666,Prod Masivo 666,107.04,63,8
667,Prod Masivo 667,251.41,145,2
668,Prod Masivo 668,165.53,142,7
669,Prod Masivo 669,471.5,124,8
670,Prod Masivo 670,160.39,47,7
671,Prod Masivo 671,307.98,123,5
672,Prod Masivo 672,282.18,50,5
673,Prod Masivo 673,54.01,152,4
674,Prod Masivo 674,185.78,65,3
675,Prod Masivo 675,32.28,144,5
676,Prod Masivo 676,202.88,151,4
677,Prod Masivo 677,312.04,159,8
678,Prod Masivo 678,286.42,163,7
679,Prod Masivo 679,433.88,162,1
680,Prod Masivo 680,235.89,104,8
681,Prod Masivo 681,108.17,105,2
682,Prod Masivo 682,97.86,128,4
683,Prod Masivo 683,202.86,124,3
684,Prod Masivo 684,92.46,170,4
685,Prod Masivo 685,490.37,156,2
686,Prod Masivo 686,241.12,93,6
687,Prod Masivo 687,291.65,125,4
688,Prod Masivo 688,389.2,186,7
689,Prod Masivo 689,236.98,84,4
690,Prod Masivo 690,330.42,138,6
691,Prod Masivo 691,168.19,151,8
692,Prod Masivo 692,30.0,78,5
693,Prod Masivo 693,344.67,88,8
694,Prod Masivo 694,92.56,197,5
695,Prod Masivo 695,393.03,114,8
696,Prod Masivo 696,466.72,124,3
697,Prod Masivo 697,226.1,107,8
698,Prod Masivo 698,104.24,138,3
699,Prod Masivo 699,153.75,114,6
700,Prod Masivo 700,441.73,170,5
